season,matchday,hometeam,awayteam,homegoals,awaygoals
1974,27,Bremen,Hertha,4,0
1974,27,Schalke,Köln,1,1
1974,28,Düsseldorf,K'lautern,2,0
1974,28,Bayern,TeBe Berlin,3,1
1974,28,Hertha,Gladbach,2,1
1974,28,Köln,Braunschweig,3,0
1974,28,Bochum,Duisburg,1,2
1974,28,Wuppertaler SV,Schalke,0,1
1974,28,Hamburger SV,RW Essen,2,2
1974,28,Stuttgart,Bremen,2,2
1974,28,Offenbach,Frankfurt,2,1
1974,29,K'lautern,Bayern,0,1
1974,29,Gladbach,Stuttgart,5,1
1974,29,Duisburg,Düsseldorf,0,3
1974,29,Braunschweig,Wuppertaler SV,1,1
1974,29,RW Essen,Bochum,1,1
1974,29,Schalke,Hamburger SV,3,1
1974,29,Bremen,Köln,4,1
1974,29,TeBe Berlin,Offenbach,0,2
1974,29,Frankfurt,Hertha,1,2
1974,30,Offenbach,K'lautern,2,2
1974,30,Bayern,Duisburg,2,1
1974,30,Köln,Gladbach,1,2
1974,30,Düsseldorf,RW Essen,4,0
1974,30,Schalke,Braunschweig,1,1
1974,30,Hamburger SV,Bochum,3,2
1974,30,Wuppertaler SV,Bremen,2,4
1974,30,Stuttgart,Frankfurt,3,4
1974,30,Hertha,TeBe Berlin,2,1
1974,31,Duisburg,Offenbach,2,1
1974,31,Frankfurt,Köln,3,2
1974,31,K'lautern,Hertha,3,0
1974,31,RW Essen,Bayern,2,2
1974,31,Gladbach,Wuppertaler SV,6,2
1974,31,Bochum,Düsseldorf,4,2
1974,31,Braunschweig,Hamburger SV,1,2
1974,31,Bremen,Schalke,0,1
1974,31,TeBe Berlin,Stuttgart,1,1
1974,32,Offenbach,RW Essen,1,3
1974,32,Hertha,Duisburg,3,0
1974,32,Bayern,Bochum,2,1
1974,32,Schalke,Gladbach,1,3
1974,32,Düsseldorf,Hamburger SV,0,0
1974,32,Bremen,Braunschweig,0,0
1974,32,Wuppertaler SV,Frankfurt,2,3
1974,32,Köln,TeBe Berlin,7,1
1974,32,Stuttgart,K'lautern,0,1
1974,33,Düsseldorf,Bayern,6,5
1974,33,Gladbach,Braunschweig,2,0
1974,33,Bochum,Offenbach,3,1
1974,33,Frankfurt,Schalke,2,1
1974,33,RW Essen,Hertha,2,1
1974,33,TeBe Berlin,Wuppertaler SV,0,0
1974,33,Duisburg,Stuttgart,3,3
1974,33,K'lautern,Köln,1,1
1974,33,Hamburger SV,Bremen,2,0
1974,34,Bayern,Hamburger SV,0,1
1974,34,Bremen,Gladbach,1,4
1974,34,Offenbach,Düsseldorf,2,3
1974,34,Braunschweig,Frankfurt,2,0
1974,34,Hertha,Bochum,4,2
1974,34,Schalke,TeBe Berlin,3,0
1974,34,Stuttgart,RW Essen,3,2
1974,34,Wuppertaler SV,K'lautern,3,3
1974,34,Köln,Duisburg,4,2
1975,1,Hannover,Gladbach,3,3
1975,1,Bayern,Braunschweig,1,1
1975,1,K'lautern,Offenbach,2,2
1975,1,Frankfurt,Karlsruhe,0,2
1975,1,Hamburger SV,Schalke,4,1
1975,1,Bochum,Bremen,0,3
1975,1,Duisburg,Düsseldorf,2,2
1975,1,RW Essen,Uerdingen,2,1
1975,1,Hertha,Köln,2,1
1975,2,Offenbach,Hamburger SV,3,2
1975,2,Bremen,Frankfurt,1,2
1975,2,Gladbach,K'lautern,3,0
1975,2,Braunschweig,Hertha,5,2
1975,2,Schalke,Duisburg,5,1
1975,2,Uerdingen,Bochum,0,0
1975,2,Düsseldorf,RW Essen,5,2
1975,2,Köln,Hannover,2,1
1975,2,Karlsruhe,Bayern,1,2
1975,3,Bayern,Bremen,4,0
1975,3,K'lautern,Hannover,2,2
1975,3,Hamburger SV,Gladbach,0,0
1975,3,Hertha,Karlsruhe,1,1
1975,3,Duisburg,Offenbach,6,2
1975,3,Frankfurt,Uerdingen,3,1
1975,3,RW Essen,Schalke,0,0
1975,3,Bochum,Düsseldorf,0,1
1975,3,Braunschweig,Köln,0,0
1975,4,Gladbach,Duisburg,3,0
1975,4,Bremen,Hertha,3,2
1975,4,Offenbach,RW Essen,0,4
1975,4,Düsseldorf,Frankfurt,1,1
1975,4,Schalke,Bochum,1,1
1975,4,Uerdingen,Bayern,2,1
1975,4,Hannover,Hamburger SV,1,0
1975,4,Karlsruhe,Braunschweig,0,2
1975,4,Köln,K'lautern,1,1
1975,5,RW Essen,Gladbach,1,3
1975,5,Hertha,Uerdingen,5,0
1975,5,Bochum,Offenbach,5,1
1975,5,Frankfurt,Schalke,2,1
1975,5,Bayern,Düsseldorf,5,0
1975,5,Duisburg,Hannover,4,3
1975,5,Braunschweig,Bremen,3,2
1975,5,Hamburger SV,K'lautern,2,0
1975,5,Karlsruhe,Köln,3,1
1975,6,Gladbach,Bochum,1,1
1975,6,Düsseldorf,Hertha,2,1
1975,6,Offenbach,Frankfurt,2,1
1975,6,Schalke,Bayern,2,2
1975,6,Hannover,RW Essen,0,0
1975,6,Uerdingen,Braunschweig,0,0
1975,6,K'lautern,Duisburg,3,0
1975,6,Bremen,Karlsruhe,1,0
1975,6,Köln,Hamburger SV,1,1
1975,7,Duisburg,Hamburger SV,1,1
1975,7,Frankfurt,Gladbach,1,1
1975,7,Hertha,Schalke,2,1
1975,7,Bayern,Offenbach,3,1
1975,7,Bochum,Hannover,2,0
1975,7,Braunschweig,Düsseldorf,3,1
1975,7,RW Essen,K'lautern,5,1
1975,7,Karlsruhe,Uerdingen,1,0
1975,7,Bremen,Köln,3,2
1975,8,K'lautern,Bochum,2,1
1975,8,Gladbach,Bayern,4,1
1975,8,Offenbach,Hertha,2,1
1975,8,Hannover,Frankfurt,3,2
1975,8,Schalke,Braunschweig,5,1
1975,8,Düsseldorf,Karlsruhe,0,2
1975,8,Hamburger SV,RW Essen,4,1
1975,8,Uerdingen,Bremen,2,1
1975,8,Köln,Duisburg,3,2
1975,9,Braunschweig,Offenbach,5,1
1975,9,Frankfurt,K'lautern,1,1
1975,9,Karlsruhe,Schalke,2,2
1975,9,Bochum,Hamburger SV,0,3
1975,9,Bremen,Düsseldorf,3,0
1975,9,RW Essen,Duisburg,5,2
1975,9,Uerdingen,Köln,1,1
1975,9,Bayern,Hannover,3,1
1975,9,Hertha,Gladbach,3,0
1975,10,Gladbach,Braunschweig,0,0
1975,10,Hannover,Hertha,2,6
1975,10,Offenbach,Karlsruhe,0,0
1975,10,Hamburger SV,Frankfurt,4,2
1975,10,Schalke,Bremen,4,2
1975,10,Duisburg,Bochum,1,1
1975,10,Düsseldorf,Uerdingen,2,0
1975,10,Köln,RW Essen,3,0
1975,10,K'lautern,Bayern,2,1
1975,11,Bochum,RW Essen,2,1
1975,11,Uerdingen,Schalke,3,2
1975,11,Hertha,K'lautern,3,0
1975,11,Bremen,Offenbach,3,1
1975,11,Frankfurt,Duisburg,1,1
1975,11,Düsseldorf,Köln,0,0
1975,11,Bayern,Hamburger SV,1,0
1975,11,Braunschweig,Hannover,3,2
1975,11,Karlsruhe,Gladbach,2,4
1975,12,Gladbach,Bremen,3,0
1975,12,RW Essen,Frankfurt,4,3
1975,12,Schalke,Düsseldorf,2,0
1975,12,Köln,Bochum,1,0
1975,12,Duisburg,Bayern,1,1
1975,12,Hamburger SV,Hertha,2,1
1975,12,Offenbach,Uerdingen,2,3
1975,12,Hannover,Karlsruhe,2,0
1975,12,K'lautern,Braunschweig,3,1
1975,13,Uerdingen,Gladbach,1,1
1975,13,Hertha,Duisburg,1,2
1975,13,Düsseldorf,Offenbach,0,0
1975,13,Frankfurt,Bochum,6,0
1975,13,Schalke,Köln,3,1
1975,13,Bayern,RW Essen,5,1
1975,13,Bremen,Hannover,0,0
1975,13,Braunschweig,Hamburger SV,1,0
1975,13,Karlsruhe,K'lautern,3,5
1975,14,Offenbach,Schalke,1,1
1975,14,Gladbach,Düsseldorf,1,0
1975,14,RW Essen,Hertha,3,1
1975,14,Köln,Frankfurt,3,3
1975,14,Bochum,Bayern,3,1
1975,14,Hannover,Uerdingen,3,1
1975,14,Duisburg,Braunschweig,1,0
1975,14,K'lautern,Bremen,4,0
1975,14,Hamburger SV,Karlsruhe,3,0
1975,15,Uerdingen,K'lautern,2,2
1975,15,Schalke,Gladbach,2,2
1975,15,Hertha,Bochum,4,1
1975,15,Köln,Offenbach,4,0
1975,15,Frankfurt,Bayern,6,0
1975,15,Düsseldorf,Hannover,3,0
1975,15,Braunschweig,RW Essen,1,1
1975,15,Karlsruhe,Duisburg,2,2
1975,15,Bremen,Hamburger SV,1,3
1975,16,Gladbach,Offenbach,2,0
1975,16,Bochum,Braunschweig,2,0
1975,16,Frankfurt,Hertha,1,1
1975,16,Hannover,Schalke,1,1
1975,16,K'lautern,Düsseldorf,2,1
1975,16,RW Essen,Karlsruhe,1,0
1975,16,Hamburger SV,Uerdingen,0,0
1975,16,Duisburg,Bremen,2,0
1975,16,Bayern,Köln,1,2
1975,17,Uerdingen,Duisburg,0,4
1975,17,Köln,Gladbach,0,4
1975,17,Hertha,Bayern,2,1
1975,17,Offenbach,Hannover,1,0
1975,17,Braunschweig,Frankfurt,2,0
1975,17,Schalke,K'lautern,2,2
1975,17,Karlsruhe,Bochum,2,2
1975,17,Düsseldorf,Hamburger SV,1,0
1975,17,Bremen,RW Essen,3,3
1975,18,Düsseldorf,Duisburg,1,3
1975,18,Uerdingen,RW Essen,1,1
1975,18,Gladbach,Hannover,2,0
1975,18,Braunschweig,Bayern,1,1
1975,18,Offenbach,K'lautern,1,4
1975,18,Karlsruhe,Frankfurt,1,0
1975,18,Schalke,Hamburger SV,0,1
1975,18,Bremen,Bochum,4,1
1975,18,Köln,Hertha,2,0
1975,19,K'lautern,Gladbach,0,3
1975,19,Hertha,Braunschweig,1,0
1975,19,Hamburger SV,Offenbach,2,0
1975,19,Frankfurt,Bremen,2,0
1975,19,Duisburg,Schalke,1,3
1975,19,Bochum,Uerdingen,3,0
1975,19,RW Essen,Düsseldorf,2,2
1975,19,Hannover,Köln,3,3
1975,19,Bayern,Karlsruhe,2,0
1975,20,Gladbach,Hamburger SV,1,1
1975,20,Karlsruhe,Hertha,3,0
1975,20,Offenbach,Duisburg,2,1
1975,20,Uerdingen,Frankfurt,0,5
1975,20,Schalke,RW Essen,5,1
1975,20,Düsseldorf,Bochum,3,1
1975,20,Bremen,Bayern,0,0
1975,20,Hannover,K'lautern,2,0
1975,20,Köln,Braunschweig,1,1
1975,21,Duisburg,Gladbach,2,3
1975,21,Frankfurt,Düsseldorf,5,2
1975,21,Bayern,Uerdingen,2,0
1975,21,RW Essen,Offenbach,2,2
1975,21,Hamburger SV,Hannover,3,0
1975,21,K'lautern,Köln,1,1
1975,21,Hertha,Bremen,0,0
1975,21,Bochum,Schalke,1,4
1975,21,Braunschweig,Karlsruhe,2,0
1975,22,Gladbach,RW Essen,1,2
1975,22,Uerdingen,Hertha,1,1
1975,22,Offenbach,Bochum,1,0
1975,22,Schalke,Frankfurt,2,4
1975,22,Düsseldorf,Bayern,1,1
1975,22,Hannover,Duisburg,0,2
1975,22,Bremen,Braunschweig,0,1
1975,22,K'lautern,Hamburger SV,2,0
1975,22,Köln,Karlsruhe,1,3
1975,23,Bochum,Gladbach,2,0
1975,23,Hertha,Düsseldorf,2,2
1975,23,Frankfurt,Offenbach,1,0
1975,23,Bayern,Schalke,3,2
1975,23,RW Essen,Hannover,1,0
1975,23,Braunschweig,Uerdingen,1,0
1975,23,Duisburg,K'lautern,1,2
1975,23,Karlsruhe,Bremen,2,0
1975,23,Hamburger SV,Köln,2,1
1975,24,Hamburger SV,Duisburg,3,0
1975,24,Gladbach,Frankfurt,4,2
1975,24,Schalke,Hertha,2,2
1975,24,Offenbach,Bayern,2,2
1975,24,Hannover,Bochum,4,1
1975,24,Düsseldorf,Braunschweig,3,3
1975,24,K'lautern,RW Essen,5,0
1975,24,Uerdingen,Karlsruhe,1,1
1975,24,Köln,Bremen,1,1
1975,25,Bayern,Gladbach,4,0
1975,25,Hertha,Offenbach,1,0
1975,25,Frankfurt,Hannover,5,1
1975,25,Braunschweig,Schalke,4,1
1975,25,Bochum,K'lautern,2,0
1975,25,Karlsruhe,Düsseldorf,1,0
1975,25,RW Essen,Hamburger SV,1,1
1975,25,Bremen,Uerdingen,3,0
1975,25,Duisburg,Köln,0,4
1975,26,K'lautern,Frankfurt,3,1
1975,26,Duisburg,RW Essen,4,0
1975,26,Gladbach,Hertha,1,1
1975,26,Offenbach,Braunschweig,4,2
1975,26,Schalke,Karlsruhe,6,2
1975,26,Hamburger SV,Bochum,5,3
1975,26,Düsseldorf,Bremen,3,0
1975,26,Köln,Uerdingen,4,0
1975,26,Hannover,Bayern,2,2
1975,27,Braunschweig,Gladbach,0,0
1975,27,Hertha,Hannover,1,0
1975,27,Karlsruhe,Offenbach,2,1
1975,27,Frankfurt,Hamburger SV,1,0
1975,27,Bremen,Schalke,1,1
1975,27,Bochum,Duisburg,1,2
1975,27,Uerdingen,Düsseldorf,2,0
1975,27,RW Essen,Köln,2,3
1975,27,Bayern,K'lautern,3,4
1975,28,K'lautern,Hertha,5,0
1975,28,Schalke,Uerdingen,5,1
1975,28,Gladbach,Karlsruhe,4,0
1975,28,Offenbach,Bremen,2,0
1975,28,Duisburg,Frankfurt,1,1
1975,28,RW Essen,Bochum,1,0
1975,28,Köln,Düsseldorf,4,0
1975,28,Hamburger SV,Bayern,0,1
1975,28,Hannover,Braunschweig,2,0
1975,29,Karlsruhe,Hannover,3,2
1975,29,Frankfurt,RW Essen,1,3
1975,29,Düsseldorf,Schalke,1,2
1975,29,Braunschweig,K'lautern,2,0
1975,29,Bremen,Gladbach,2,2
1975,29,Hertha,Hamburger SV,1,1
1975,29,Uerdingen,Offenbach,1,2
1975,29,Bochum,Köln,1,0
1975,29,Bayern,Duisburg,3,0
1975,30,Offenbach,Düsseldorf,1,1
1975,30,Gladbach,Uerdingen,6,1
1975,30,Duisburg,Hertha,2,1
1975,30,Bochum,Frankfurt,5,3
1975,30,RW Essen,Bayern,3,3
1975,30,Hannover,Bremen,0,0
1975,30,Hamburger SV,Braunschweig,4,0
1975,30,K'lautern,Karlsruhe,3,1
1975,30,Köln,Schalke,2,1
1975,31,Düsseldorf,Gladbach,1,1
1975,31,Hertha,RW Essen,2,2
1975,31,Schalke,Offenbach,1,1
1975,31,Frankfurt,Köln,2,2
1975,31,Bayern,Bochum,4,0
1975,31,Uerdingen,Hannover,1,1
1975,31,Braunschweig,Duisburg,3,1
1975,31,Bremen,K'lautern,3,2
1975,31,Karlsruhe,Hamburger SV,3,2
1975,32,RW Essen,Braunschweig,2,2
1975,32,Gladbach,Schalke,0,2
1975,32,Bochum,Hertha,2,0
1975,32,Offenbach,Köln,1,5
1975,32,Bayern,Frankfurt,1,1
1975,32,Hannover,Düsseldorf,1,2
1975,32,K'lautern,Uerdingen,1,2
1975,32,Duisburg,Karlsruhe,1,0
1975,32,Hamburger SV,Bremen,1,2
1975,33,Offenbach,Gladbach,1,1
1975,33,Hertha,Frankfurt,4,4
1975,33,Schalke,Hannover,1,2
1975,33,Braunschweig,Bochum,1,1
1975,33,Düsseldorf,K'lautern,5,1
1975,33,Karlsruhe,RW Essen,1,2
1975,33,Uerdingen,Hamburger SV,0,1
1975,33,Bremen,Duisburg,2,0
1975,33,Köln,Bayern,1,0
1975,34,Gladbach,Köln,2,1
1975,34,Bayern,Hertha,7,4
1975,34,Hannover,Offenbach,4,0
1975,34,Frankfurt,Braunschweig,6,1
1975,34,K'lautern,Schalke,1,3
1975,34,Bochum,Karlsruhe,4,2
1975,34,Hamburger SV,Düsseldorf,3,1
1975,34,RW Essen,Bremen,2,0
1975,34,Duisburg,Uerdingen,2,0
1976,1,Gladbach,Duisburg,1,1
1976,1,Karlsruhe,Hertha,0,3
1976,1,Saarbrücken,Bochum,0,1
1976,1,Hamburger SV,Dortmund,3,4
1976,1,Schalke,Bremen,3,2
1976,1,Köln,K'lautern,3,1
1976,1,TeBe Berlin,RW Essen,2,2
1976,1,Braunschweig,Frankfurt,3,1
1976,1,Bayern,Düsseldorf,2,1
1976,2,K'lautern,Schalke,2,0
1976,2,Düsseldorf,Braunschweig,1,3
1976,2,RW Essen,Köln,0,3
1976,2,Bremen,Hamburger SV,2,2
1976,2,Dortmund,Saarbrücken,2,1
1976,2,Hertha,Gladbach,0,1
1976,2,Duisburg,Bayern,5,2
1976,2,Frankfurt,TeBe Berlin,7,1
1976,2,Bochum,Karlsruhe,1,0
1976,3,Hamburger SV,K'lautern,1,0
1976,3,Bayern,Braunschweig,2,2
1976,3,Gladbach,Bochum,4,2
1976,3,Karlsruhe,Dortmund,2,1
1976,3,Saarbrücken,Bremen,2,0
1976,3,Schalke,RW Essen,3,0
1976,3,Köln,Frankfurt,2,0
1976,3,Duisburg,Hertha,1,1
1976,3,TeBe Berlin,Düsseldorf,4,2
1976,4,Bochum,Duisburg,2,1
1976,4,Braunschweig,TeBe Berlin,3,1
1976,4,Frankfurt,Schalke,6,3
1976,4,Düsseldorf,Köln,1,3
1976,4,RW Essen,Hamburger SV,1,2
1976,4,K'lautern,Saarbrücken,1,0
1976,4,Bremen,Karlsruhe,1,1
1976,4,Dortmund,Gladbach,0,0
1976,4,Hertha,Bayern,1,1
1976,5,Duisburg,Dortmund,0,0
1976,5,Bayern,TeBe Berlin,9,0
1976,5,Gladbach,Bremen,3,1
1976,5,Karlsruhe,K'lautern,1,1
1976,5,Saarbrücken,RW Essen,2,1
1976,5,Hamburger SV,Frankfurt,3,1
1976,5,Schalke,Düsseldorf,2,1
1976,5,Köln,Braunschweig,3,0
1976,5,Hertha,Bochum,2,0
1976,6,Bremen,Duisburg,2,2
1976,6,Dortmund,Hertha,2,1
1976,6,Düsseldorf,Hamburger SV,2,0
1976,6,RW Essen,Karlsruhe,3,2
1976,6,K'lautern,Gladbach,1,2
1976,6,Bochum,Bayern,5,6
1976,6,TeBe Berlin,Köln,3,2
1976,6,Braunschweig,Schalke,1,0
1976,6,Frankfurt,Saarbrücken,2,1
1976,7,Hertha,Bremen,2,1
1976,7,Gladbach,RW Essen,6,0
1976,7,Hamburger SV,Braunschweig,0,2
1976,7,Duisburg,K'lautern,1,0
1976,7,Karlsruhe,Frankfurt,2,0
1976,7,Saarbrücken,Düsseldorf,0,0
1976,7,Schalke,TeBe Berlin,5,4
1976,7,Bochum,Dortmund,2,1
1976,7,Bayern,Köln,4,1
1976,8,K'lautern,Hertha,0,2
1976,8,Bremen,Bochum,2,0
1976,8,Düsseldorf,Karlsruhe,3,0
1976,8,RW Essen,Duisburg,1,5
1976,8,Dortmund,Bayern,3,3
1976,8,Köln,Schalke,2,0
1976,8,TeBe Berlin,Hamburger SV,1,1
1976,8,Braunschweig,Saarbrücken,1,0
1976,8,Frankfurt,Gladbach,1,3
1976,9,Dortmund,Bremen,2,4
1976,9,Gladbach,Düsseldorf,3,1
1976,9,Karlsruhe,Braunschweig,1,1
1976,9,Saarbrücken,TeBe Berlin,0,0
1976,9,Hamburger SV,Köln,2,1
1976,9,Bochum,K'lautern,1,0
1976,9,Hertha,RW Essen,2,1
1976,9,Duisburg,Frankfurt,4,3
1976,9,Bayern,Schalke,0,7
1976,10,Düsseldorf,Duisburg,2,0
1976,10,RW Essen,Bochum,3,3
1976,10,K'lautern,Dortmund,2,1
1976,10,Bremen,Bayern,2,3
1976,10,Schalke,Hamburger SV,1,0
1976,10,Köln,Saarbrücken,5,1
1976,10,TeBe Berlin,Karlsruhe,4,2
1976,10,Braunschweig,Gladbach,1,1
1976,10,Frankfurt,Hertha,3,3
1976,11,Gladbach,TeBe Berlin,3,0
1976,11,Bremen,K'lautern,2,0
1976,11,Dortmund,RW Essen,4,2
1976,11,Karlsruhe,Köln,2,1
1976,11,Bochum,Frankfurt,3,1
1976,11,Hertha,Düsseldorf,4,0
1976,11,Duisburg,Braunschweig,1,1
1976,11,Bayern,Hamburger SV,6,2
1976,11,Saarbrücken,Schalke,2,3
1976,12,Düsseldorf,Bochum,1,0
1976,12,RW Essen,Bremen,0,0
1976,12,K'lautern,Bayern,1,1
1976,12,Hamburger SV,Saarbrücken,0,0
1976,12,Schalke,Karlsruhe,2,2
1976,12,Köln,Gladbach,0,3
1976,12,TeBe Berlin,Duisburg,1,5
1976,12,Frankfurt,Dortmund,1,4
1976,12,Braunschweig,Hertha,2,2
1976,13,Dortmund,Düsseldorf,1,2
1976,13,Gladbach,Schalke,2,0
1976,13,Karlsruhe,Hamburger SV,2,2
1976,13,K'lautern,RW Essen,7,1
1976,13,Bremen,Frankfurt,2,1
1976,13,Bochum,Braunschweig,1,1
1976,13,Hertha,TeBe Berlin,2,0
1976,13,Duisburg,Köln,1,1
1976,13,Bayern,Saarbrücken,5,1
1976,14,Düsseldorf,Bremen,3,2
1976,14,RW Essen,Bayern,1,4
1976,14,Saarbrücken,Karlsruhe,1,1
1976,14,Hamburger SV,Gladbach,4,1
1976,14,Schalke,Duisburg,3,2
1976,14,Köln,Hertha,3,2
1976,14,TeBe Berlin,Bochum,1,1
1976,14,Braunschweig,Dortmund,3,1
1976,14,Frankfurt,K'lautern,2,0
1976,15,Gladbach,Saarbrücken,3,0
1976,15,Karlsruhe,Bayern,1,2
1976,15,K'lautern,Düsseldorf,0,2
1976,15,Bremen,Braunschweig,2,0
1976,15,Dortmund,TeBe Berlin,4,2
1976,15,Bochum,Köln,1,1
1976,15,Hertha,Schalke,2,0
1976,15,Duisburg,Hamburger SV,0,1
1976,15,Frankfurt,RW Essen,3,1
1976,16,Köln,Dortmund,1,1
1976,16,Düsseldorf,RW Essen,4,4
1976,16,Karlsruhe,Gladbach,4,0
1976,16,Hamburger SV,Hertha,2,0
1976,16,Schalke,Bochum,3,1
1976,16,TeBe Berlin,Bremen,2,4
1976,16,Braunschweig,K'lautern,2,1
1976,16,Bayern,Frankfurt,0,3
1976,16,Saarbrücken,Duisburg,1,0
1976,17,Bochum,Hamburger SV,4,2
1976,17,Duisburg,Karlsruhe,3,1
1976,17,Gladbach,Bayern,1,0
1976,17,RW Essen,Braunschweig,2,1
1976,17,K'lautern,TeBe Berlin,3,1
1976,17,Bremen,Köln,2,1
1976,17,Dortmund,Schalke,2,2
1976,17,Hertha,Saarbrücken,1,1
1976,17,Frankfurt,Düsseldorf,1,1
1976,18,Duisburg,Gladbach,3,2
1976,18,Bochum,Saarbrücken,1,2
1976,18,Dortmund,Hamburger SV,4,4
1976,18,Bremen,Schalke,1,1
1976,18,K'lautern,Köln,4,2
1976,18,RW Essen,TeBe Berlin,1,0
1976,18,Düsseldorf,Bayern,0,0
1976,18,Hertha,Karlsruhe,1,1
1976,18,Frankfurt,Braunschweig,3,0
1976,19,Köln,RW Essen,2,2
1976,19,Schalke,K'lautern,5,2
1976,19,Hamburger SV,Bremen,5,3
1976,19,Karlsruhe,Bochum,2,1
1976,19,Gladbach,Hertha,2,1
1976,19,Bayern,Duisburg,2,2
1976,19,Saarbrücken,Dortmund,2,2
1976,19,Braunschweig,Düsseldorf,0,0
1976,19,TeBe Berlin,Frankfurt,1,1
1976,20,Bochum,Gladbach,0,0
1976,20,Dortmund,Karlsruhe,7,2
1976,20,Bremen,Saarbrücken,1,0
1976,20,K'lautern,Hamburger SV,2,0
1976,20,Frankfurt,Köln,4,0
1976,20,Hertha,Duisburg,2,4
1976,20,Düsseldorf,TeBe Berlin,0,0
1976,20,Braunschweig,Bayern,1,0
1976,20,RW Essen,Schalke,2,2
1976,21,Köln,Düsseldorf,2,2
1976,21,Hamburger SV,RW Essen,5,3
1976,21,Saarbrücken,K'lautern,2,2
1976,21,Karlsruhe,Bremen,3,1
1976,21,Duisburg,Bochum,0,0
1976,21,Bayern,Hertha,1,0
1976,21,TeBe Berlin,Braunschweig,0,0
1976,21,Schalke,Frankfurt,1,1
1976,21,Gladbach,Dortmund,1,1
1976,22,Bremen,Gladbach,1,0
1976,22,K'lautern,Karlsruhe,3,1
1976,22,RW Essen,Saarbrücken,1,0
1976,22,Frankfurt,Hamburger SV,2,1
1976,22,Düsseldorf,Schalke,1,2
1976,22,Braunschweig,Köln,4,2
1976,22,Bochum,Hertha,4,2
1976,22,Dortmund,Duisburg,2,1
1976,22,TeBe Berlin,Bayern,3,1
1976,23,Hamburger SV,Düsseldorf,1,1
1976,23,Karlsruhe,RW Essen,1,1
1976,23,Gladbach,K'lautern,0,0
1976,23,Duisburg,Bremen,3,0
1976,23,Hertha,Dortmund,3,2
1976,23,Bayern,Bochum,1,1
1976,23,Köln,TeBe Berlin,8,4
1976,23,Schalke,Braunschweig,2,3
1976,23,Saarbrücken,Frankfurt,2,2
1976,24,RW Essen,Gladbach,1,0
1976,24,Frankfurt,Karlsruhe,3,2
1976,24,Düsseldorf,Saarbrücken,5,1
1976,24,Braunschweig,Hamburger SV,0,1
1976,24,TeBe Berlin,Schalke,1,3
1976,24,Dortmund,Bochum,0,2
1976,24,K'lautern,Duisburg,2,0
1976,24,Köln,Bayern,3,0
1976,24,Bremen,Hertha,1,0
1976,25,Karlsruhe,Düsseldorf,1,1
1976,25,Duisburg,RW Essen,4,0
1976,25,Hertha,K'lautern,2,0
1976,25,Bochum,Bremen,0,2
1976,25,Bayern,Dortmund,1,2
1976,25,Schalke,Köln,1,1
1976,25,Hamburger SV,TeBe Berlin,2,1
1976,25,Saarbrücken,Braunschweig,1,2
1976,25,Gladbach,Frankfurt,1,3
1976,26,Bremen,Dortmund,3,0
1976,26,K'lautern,Bochum,2,0
1976,26,Düsseldorf,Gladbach,0,1
1976,26,Braunschweig,Karlsruhe,3,3
1976,26,TeBe Berlin,Saarbrücken,1,1
1976,26,Köln,Hamburger SV,3,3
1976,26,RW Essen,Hertha,2,2
1976,26,Frankfurt,Duisburg,3,1
1976,26,Schalke,Bayern,0,0
1976,27,Duisburg,Düsseldorf,1,0
1976,27,Bochum,RW Essen,2,1
1976,27,Dortmund,K'lautern,5,2
1976,27,Bayern,Bremen,1,0
1976,27,Hamburger SV,Schalke,2,2
1976,27,Saarbrücken,Köln,3,1
1976,27,Karlsruhe,TeBe Berlin,4,1
1976,27,Gladbach,Braunschweig,1,1
1976,27,Hertha,Frankfurt,2,3
1976,28,Köln,Karlsruhe,4,1
1976,28,K'lautern,Bremen,4,2
1976,28,Hamburger SV,Bayern,5,0
1976,28,TeBe Berlin,Gladbach,0,1
1976,28,Schalke,Saarbrücken,0,1
1976,28,Frankfurt,Bochum,2,2
1976,28,Düsseldorf,Hertha,2,3
1976,28,Braunschweig,Duisburg,1,1
1976,28,RW Essen,Dortmund,1,5
1976,29,Bayern,K'lautern,3,0
1976,29,Duisburg,TeBe Berlin,1,1
1976,29,Karlsruhe,Schalke,1,7
1976,29,Bochum,Düsseldorf,1,2
1976,29,Bremen,RW Essen,3,1
1976,29,Saarbrücken,Hamburger SV,3,2
1976,29,Gladbach,Köln,3,1
1976,29,Dortmund,Frankfurt,2,2
1976,29,Hertha,Braunschweig,2,1
1976,30,RW Essen,K'lautern,3,2
1976,30,Düsseldorf,Dortmund,3,2
1976,30,Schalke,Gladbach,1,0
1976,30,Hamburger SV,Karlsruhe,2,1
1976,30,Frankfurt,Bremen,7,1
1976,30,Braunschweig,Bochum,2,0
1976,30,TeBe Berlin,Hertha,2,0
1976,30,Köln,Duisburg,5,2
1976,30,Saarbrücken,Bayern,6,1
1976,31,Bremen,Düsseldorf,0,2
1976,31,Bochum,TeBe Berlin,2,1
1976,31,K'lautern,Frankfurt,2,2
1976,31,Bayern,RW Essen,5,1
1976,31,Karlsruhe,Saarbrücken,3,0
1976,31,Gladbach,Hamburger SV,0,0
1976,31,Duisburg,Schalke,2,2
1976,31,Hertha,Köln,2,4
1976,31,Dortmund,Braunschweig,0,0
1976,32,Köln,Bochum,6,1
1976,32,Hamburger SV,Duisburg,2,0
